;Titile;Genre;Realease Date;Description;Title Of Video;YoTube URL;CoverPhotoTitle;Cover Photo Url ;ScreenShot1 Title;ScreenShot1 URL;ScreenShot2 Title;ScreenShot2 URL
608;Aliens vs Predator;Action;16 February 2010;Aliens vs Predator is a first-person action game developed by Rebellion. It is a reboot of the popular FPS series released between 1999 and 2002. The game's plot combines elements from two popular comic book and movie series. We can play as a Xenomorph, the Predator, or as a Marine. There are three campaigns available, each of them having its own unique gameplay mechanics. If we choose to play as a Marine, we get a rather typical first-person shooter, where we use state-of-the-art technology to eliminate the alien species. However, playing as either a Xenomoprhs or the Predator is very different, due to the species unique abilities.  Xenomorphs, endowed with deadly claws and tail, can walk on walls and ceilings. They can not only kill their enemies, but also assimilate them. The Predator can see in infrared, and is equipped with many useful and deadly weapons, like a plasma caster, spear, or a crossbow.;ALIENS VS PREDATOR Campaign Gameplay Walkthrough Part 1 FULL GAME [1080p HD PC] - No Commentary;https://www.youtube.com/watch?v=3chLeMKilfY;Aliens vs Predator.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Aliens vs Predator.jpg;aliens_vs_predator_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\aliens_vs_predator_screenshot\1.jpg;aliens_vs_predator_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\aliens_vs_predator_screenshot\2.jpg
841;Aliens: Colonial Marines;Action;12 February 2013;Aliens: Colonial Marines is a first-person shooter based on the Alien franchise and developed by Gearbox Software. The game's story focuses on finding Ellen Ripley. Our protagonist, Christopher Winter, Colonial Marines corporal, is a member of the rescue mission that, as a result of a disaster, lands on the xenomorph-infected planet LV-426. The eleven-mission campaign can be played alone or in co-op with other players. The game also comes with a multiplayer mode where we can play as both soldiers and xenomorphs. Aliens: Colonial Marines uses Red Ring engine, a modified version of Unreal Engine 3.;Aliens: Colonial Marines (PC 60FPS) | Full Gameplay/Playthrough | No Commentary;https://www.youtube.com/watch?v=pMPLgBnckeA;Aliens  Colonial Marines.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Aliens  Colonial Marines.jpg;aliens__colonial_marines_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\aliens__colonial_marines_screenshot\1.jpg;aliens__colonial_marines_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\aliens__colonial_marines_screenshot\2.jpg
771;Alpha Protocol;RPG;28 May 2010;An espionage action game with distinct RPG elements, developed by Obsidian Entertainment. The player assumes the role of Michael Thorton  a secret agent whose main task is to unravel a conspiracy that threatens the political balance of the entire world. During his adventure, the main protagonist visits different parts of the globe (such as Rome, Moscow, and Taipei), and the task he has been assigned requires him to make difficult decisions, resulting in measurable results later on. In Alpha Protocol: The Espionage RPG the action is presented from a third-person perspective. Key gameplay aspects are the conversations with NPCs that one can handle in three ways (aggressive, professional, and suave)  the approach taken by the player has a direct effect on the interlocutors behavior and might result in either acquiring new friends or severing relations with a given organization. Depending on the chosen specialty, missions can be executed in a number of different ways  nothing stands in the players way to initiate shootouts;Alpha Protocol Walkthrough (4k PC) HARD / VETERAN - Part 1 - Stealth RPG;https://www.youtube.com/watch?v=x6eDT4_Jy4A;Alpha Protocol.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Alpha Protocol.jpg;alpha_protocol_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\alpha_protocol_screenshot\1.jpg;alpha_protocol_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\alpha_protocol_screenshot\2.jpg
306;American Truck Simulator;Simulation;02 February 2016;The next installment in the popular truck simulation game series with an additional economic layer. The product was created by Czech studio SCS Software, who previously created its sister game - Euro Truck Simulator - and the 18 Wheels of Steel franchise. The game lets you play as a driver of a mighty 18-wheeler, whose career takes him from being an ordinary full-time corporation worker to an owner of a prosperous transport company. Gameplay mechanics is close to the previous games from SCS Software, except this time you get to traverse the key highways of the United States and Canada. The authors not only took care to faithfully recreate the American road map and its landmarks, but also implemented a wide selection of the most popular trucks on the continent.;American Truck Simulator: Washington Gameplay (PC HD);https://www.youtube.com/watch?v=S7epjNBSq0Q;American Truck Simulator.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\American Truck Simulator.jpg;american_truck_simulator_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\american_truck_simulator_screenshot\1.jpg;american_truck_simulator_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\american_truck_simulator_screenshot\2.jpg
433;Amnesia: The Dark Descent;Adventure;08 September 2010;A dark action adventure game designed as survival horror, developed by the team at Frictional Games studio  creators of the enthusiastically received Penumbra series. In the game we play the part of a man who voluntarily lost his memory. He wanders through the corridors of a huge castle not remembering exactly what happened, but he is certain that his life is in great danger. By exploring the chateau and solving subsequent puzzles our protagonist reveals consecutive terrible facts of his own past, finding answers to a number of questions bothering him. The authors offered unusual game mechanics, resigning entirely from fighting skills. In return, during the game we have to take care of the protagonists mental health, avoiding darkness and escaping from various terrifying creatures. Our main weapons are matches, oil lamps and other sources of light. The [roduction features dark atmosphere, reminiscent of works of H. P. Lovecraft.;Amnesia: The Dark Descent Full HD 1080p/60fps GTX1070 Longplay Walkthrough Gameplay No Commentary;https://www.youtube.com/watch?v=hyUf3Ctx-Ck;Amnesia  The Dark Descent.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Amnesia  The Dark Descent.jpg;amnesia__the_dark_descent_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\amnesia__the_dark_descent_screenshot\1.jpg;amnesia__the_dark_descent_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\amnesia__the_dark_descent_screenshot\2.jpg
337;Ancestors Legacy;Strategy;22 May 2018;Ancestors Legacy is a complex real-time strategy game developed by the Polish independent studio Destructive Creations. The game takes place in Medieval times and its single player campaign is based on the actual historical events. We can play as one of the four available factions: Slavs, Germanic peoples, Vikings, and Anglo-Saxons. In terms of gameplay, Ancestors Legacy focuses on large-scale battles. Figuring out good tactics that includes the layout of the land and skillfully flanking our enemy are the key elements that will lead us to victory. In addition to open-field battles, we can also besiege our enemies' cities and villages. We will also have to pay some attention to the economic side of our conquest (i.e. gathering materials and resources, upgrading and improving our headquarters). What makes Ancestors Legacy stand out among the similar games is the low entry threshold   both newcomers and experienced players will feel like home when playing the game.;"Ancestors Legacy First Impressions ""Is It Worth Playing?""";https://www.youtube.com/watch?v=WwJnodDoEiE;Ancestors Legacy.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Ancestors Legacy.jpg;ancestors_legacy_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\ancestors_legacy_screenshot\1.jpg;ancestors_legacy_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\ancestors_legacy_screenshot\2.jpg
213;Ancestors: The Humankind Odyssey;Simulation;27 August 2019;Ancestors: The Humankind Odyssey is an episodic third-person survival adventure game. This is the first game developed by Panache Digital Games, a studio led by Patrice Désilets who previously worked for Ubisoft and THQ. He co-created the first three Assassin's Creed games and Prince of Persia: The Sands of Time. Ancestors: The Humankind Odyssey takes the players through events that shaped mankind, such as creation of the first tools, agricultural revolution, the fall of the Roman empire, Wright brothers' first powered flight, landing on the Moon, or discovery of the human DNA. All of those events are presented in episodes.;13 Minutes of Ancestors: The Humankind Odyssey Gameplay;https://www.youtube.com/watch?v=imM8Xpc2vcs;Ancestors  The Humankind Odyssey.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Ancestors  The Humankind Odyssey.jpg;ancestors__the_humankind_odyssey_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\ancestors__the_humankind_odyssey_screenshot\1.jpg;ancestors__the_humankind_odyssey_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\ancestors__the_humankind_odyssey_screenshot\2.jpg
951;Anno 1404: Venice;Strategy;25 February 2010;An official expansion for the 2009's economic strategy Anno 1404, which is the fourth installment in the series launched more than a decade earlier by the Max Design studio. The add-on features the titular Venetian culture and with it the new merchant ships, the possibility to sabotage opponent's progress, and the institution of city council, which can be manipulated and bribed in order to take control of a foreign metropolis without bloodshed. Moreover, Anno 1404: Venice offers in total three hundred entirely new missions like economic race or loading of ships, sixty additional items, as well as the opportunity to discover and explore previously inaccessible kind of territory  a volcanic island. The biggest novelty is a multiplayer mode for up to 4 people, that was absent in the base game. Players can now compete against each other or form alliances against an opponent controlled by the computer.;ANNO 1404: Venice . GAMEPLAY 1080p;https://www.youtube.com/watch?v=aRBEd9SGztw;Anno 1404  Venice.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Anno 1404  Venice.jpg;anno_1404__venice_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\anno_1404__venice_screenshot\1.jpg;anno_1404__venice_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\anno_1404__venice_screenshot\2.jpg
785;Anno 1701;Strategy;26 October 2006;Anno 1701 is a position that will be of particular interest to lovers of the laborious development and expansion of overseas properties and growing into power through skillful, economical manoeuvres.;Anno 1701 Gameplay;https://www.youtube.com/watch?v=08YUkqj5Pv8;Anno 1701.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Anno 1701.jpg;anno_1701_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\anno_1701_screenshot\1.jpg;anno_1701_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\anno_1701_screenshot\2.jpg
54;Anno 1800;Strategy;16 April 2019;Another installment in the popular economic strategy game series published by Ubisoft and developed since 2011 by Blue Byte Software - Ubisoft's subsidiary studio known for working on The Settlers series. Like the previous installments in the Anno series, set across various centuries of human history, in Anno 1800, the player assumes the role of a steward tasked with establishing a prosperous metropolis. One begins with a minor settlement inhabited by a handful of subjects, who have to gather resources, erect new buildings, and create complex trade relations allowing for the fast development of the city infrastructure. During the game, the player also has to tend to the needs of the settlers and properly balance the budget, which at times of crisis can be patched up with trading the goods and increasing taxes. Diplomacy is also an important aspect of the game, as it allows the player to establish various relations, enter alliances, and wage wars with the neighboring states.;Anno 1800: Closed Beta Trailer | Ubisoft [NA];https://www.youtube.com/watch?v=EchYL334T7Q;Anno 1800.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Anno 1800.jpg;anno_1800_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\anno_1800_screenshot\1.jpg;anno_1800_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\anno_1800_screenshot\2.jpg
